Unit_Type,Operation_Type,Base_Location,Morale_Score,Supply_Level,Communication_Quality,Command_Structure,Intel_Availability,Equipment_Readiness,Training_Level,Casualty_Count,Engagement_Frequency,Resilience_Index,Success_Rate,Mission_Outcome
Armored,Combat,Urban,7.685495206633531,Low,7.488729841482021,Hierarchical,Limited,Poor,Basic,34,Rarely,5.852589641786173,89.478901484265,Ongoing
Armored,Reconnaissance,Rural,3.6911085328973856,Low,5.759913395387363,Hierarchical,Limited,Poor,Intermediate,39,Frequently,5.749510834195711,78.29908110883622,Ongoing
Naval,Reconnaissance,Mountainous,6.258952994228954,Medium,10.918370740096243,Decentralized,Limited,Fair,Basic,12,Frequently,6.865247584294173,56.64619438766431,Ongoing
Infantry,Support,Coastal,4.883155378960277,Medium,8.658744728865381,Decentralized,Limited,Fair,Basic,49,Rarely,3.2759697573611146,49.328975586801064,Ongoing
Armored,Combat,Rural,1.3168687670308792,Medium,8.024308603484254,Decentralized,Limited,Poor,Intermediate,30,Frequently,4.246771080528947,87.71902391536845,Ongoing
Naval,Combat,Mountainous,7.25718813495716,High,7.222849096672816,Hierarchical,Minimal,Excellent,Basic,6,Frequently,3.272896160561354,67.36708930569637,Successful
Infantry,Support,Coastal,-0.5157072590947358,High,6.30643291773328,Decentralized,Limited,Fair,Advanced,19,Frequently,0.9280541097844663,73.01428798059435,Ongoing
Aviation,Training,Urban,1.0317438664847822,Medium,6.487962310533051,Flat,Minimal,Fair,Advanced,37,Frequently,5.492215397907952,72.11420953080919,Ongoing
Infantry,Training,Coastal,6.054660158961344,Low,5.330010811704744,Flat,Minimal,Excellent,Intermediate,7,Rarely,5.915003754627211,78.84439409258933,Ongoing
Infantry,Reconnaissance,Coastal,6.05414239735623,High,7.424010331592969,Hierarchical,Extensive,Excellent,Advanced,35,Frequently,3.9069266615586944,36.89717548033248,Successful
Armored,Combat,Mountainous,3.7248402842449284,Low,4.508242831900424,Flat,Limited,Poor,Advanced,13,Occasionally,4.053188931668701,74.60027489919283,Failed
Armored,Training,Coastal,5.29564418060649,High,9.916693405920741,Flat,Limited,Poor,Intermediate,29,Frequently,4.697768236378299,59.818623847912136,Ongoing
Infantry,Reconnaissance,Urban,-0.06286009155600958,High,7.122043247596684,Decentralized,Extensive,Excellent,Basic,8,Frequently,5.423223794377961,65.41922341659762,Ongoing
Armored,Reconnaissance,Rural,6.4139509289411984,Low,9.739526922531494,Flat,Limited,Excellent,Basic,12,Rarely,4.614710850190736,61.38148873911619,Ongoing
Armored,Reconnaissance,Rural,5.499450974107194,Medium,8.786493689988866,Flat,Limited,Good,Intermediate,11,Occasionally,4.268781897066515,58.10913842802076,Ongoing
Armored,Training,Mountainous,4.908714293332409,Low,6.8613951854686235,Hierarchical,Minimal,Good,Intermediate,1,Frequently,6.669874429089459,36.693271848536035,Ongoing
Naval,Training,Urban,5.041682964275544,Medium,7.8919126517351454,Flat,Minimal,Poor,Basic,37,Frequently,5.241726058882406,61.09680921258009,Ongoing
Naval,Combat,Urban,5.986508352386064,Medium,6.14768656656498,Flat,Extensive,Fair,Advanced,20,Rarely,6.6520066597104845,76.29893403904829,Ongoing
Infantry,Combat,Coastal,4.942196953004278,High,6.80749000942341,Decentralized,Minimal,Excellent,Basic,28,Frequently,6.068025962850282,82.51430996740456,Ongoing
Armored,Reconnaissance,Mountainous,1.2518889945375595,High,5.447800455431524,Decentralized,Limited,Poor,Advanced,19,Frequently,3.2152863852634925,73.60946419632944,Ongoing
Naval,Reconnaissance,Urban,9.392664469045044,High,10.33126170632559,Decentralized,Limited,Good,Advanced,49,Frequently,7.354115806640326,45.86874437057591,Successful
Infantry,Training,Urban,7.401601638856903,Medium,7.37615558912907,Hierarchical,Extensive,Fair,Intermediate,8,Rarely,4.172957078919517,74.96969521451359,Ongoing
Armored,Training,Urban,2.4301106760903437,Medium,8.692559281922373,Decentralized,Limited,Good,Advanced,14,Frequently,5.2088126654874305,81.91190387442495,Ongoing
Aviation,Combat,Rural,4.309725539046819,Low,6.124262662586585,Flat,Extensive,Good,Intermediate,32,Occasionally,5.698337508074869,53.62692061503865,Ongoing
Armored,Combat,Rural,4.5279316196879185,High,10.155554050966128,Hierarchical,Limited,Good,Advanced,6,Frequently,3.879808093630908,41.01398834981615,Ongoing
Armored,Support,Rural,7.1576991330179265,High,5.550777699677414,Flat,Extensive,Fair,Basic,2,Rarely,4.99018211333357,74.52323464691207,Ongoing
Naval,Combat,Coastal,0.6814621293604644,Medium,6.7701119697558285,Flat,Limited,Good,Advanced,22,Occasionally,6.560505826913728,78.66564158865023,Ongoing
Infantry,Training,Coastal,4.001983471140422,High,6.057918372747625,Decentralized,Limited,Poor,Basic,21,Rarely,5.928642693417707,100.40545862830442,Ongoing
Infantry,Reconnaissance,Coastal,1.4787271133249926,Medium,7.549841574704381,Hierarchical,Limited,Fair,Intermediate,38,Frequently,3.7991978572193776,71.71502099556317,Ongoing
Naval,Support,Urban,4.429808968343323,Low,5.618239372555723,Hierarchical,Limited,Excellent,Intermediate,12,Frequently,3.549464857023065,79.87533781141336,Ongoing
Armored,Combat,Rural,4.054998213830191,Low,8.181186561437237,Decentralized,Limited,Excellent,Advanced,8,Rarely,4.628840215051619,97.1939548063641,Ongoing
Aviation,Combat,Urban,5.1593881347654245,High,7.526308690039262,Hierarchical,Extensive,Excellent,Basic,33,Frequently,5.664730973001711,47.991403147000696,Ongoing
Armored,Training,Urban,3.7902512019816332,Low,6.6818232343661155,Flat,Extensive,Excellent,Advanced,11,Occasionally,5.664759641022627,89.10631028084379,Ongoing
Armored,Support,Mountainous,3.4979532172189516,High,4.86898885368575,Hierarchical,Minimal,Good,Intermediate,33,Rarely,5.874793036962123,50.15030858640654,Ongoing
Aviation,Combat,Urban,6.239313383526296,High,6.838323107229331,Flat,Extensive,Good,Basic,44,Frequently,5.494466864299141,51.44698799104306,Ongoing
Naval,Reconnaissance,Coastal,5.909345481885161,Medium,6.78931744747976,Hierarchical,Limited,Excellent,Intermediate,32,Occasionally,2.149108602509147,59.490408857481526,Ongoing
Infantry,Training,Rural,6.102796685556484,Medium,8.79282081574095,Hierarchical,Extensive,Fair,Intermediate,49,Frequently,4.010611127309669,30.750224640062733,Ongoing
Naval,Support,Rural,4.646199819018315,High,6.421163209665598,Decentralized,Limited,Good,Advanced,34,Frequently,3.955349942950196,74.00223849929756,Ongoing
Naval,Combat,Urban,3.8565228355496215,Low,5.04125019592874,Decentralized,Limited,Good,Advanced,27,Rarely,7.396444431366913,51.908848559590155,Ongoing
Armored,Combat,Coastal,4.762295035958458,Low,3.4582830787311725,Hierarchical,Minimal,Fair,Advanced,38,Occasionally,7.576790137379728,93.98718319069295,Ongoing
Infantry,Support,Coastal,6.0023241401369045,High,9.298297187638774,Flat,Extensive,Fair,Advanced,2,Occasionally,4.366446923978879,87.07471184439979,Successful
Infantry,Training,Coastal,0.6464405980563033,High,6.6430173296863915,Decentralized,Extensive,Poor,Intermediate,46,Occasionally,6.929359518272151,75.94788438302318,Ongoing
Naval,Support,Rural,5.7882238607417165,Low,7.6576925262445465,Decentralized,Limited,Fair,Intermediate,11,Frequently,4.7175406808303135,74.78826661132251,Ongoing
Aviation,Support,Coastal,5.618276374669596,Low,5.968968631166473,Decentralized,Extensive,Excellent,Basic,42,Frequently,5.352690325669687,90.72812920989796,Ongoing
Naval,Training,Coastal,5.124301812171454,Medium,5.802237703310953,Hierarchical,Extensive,Excellent,Advanced,12,Rarely,5.161897830300228,63.72102228434126,Ongoing
Aviation,Combat,Urban,4.70137315625665,Medium,6.808502079495104,Flat,Extensive,Fair,Basic,2,Rarely,8.082725083281407,62.545912685997365,Ongoing
Infantry,Reconnaissance,Mountainous,-0.13223877186482724,Low,5.329044863960344,Flat,Limited,Poor,Advanced,17,Frequently,5.758361614183345,42.33636741794248,Ongoing
Naval,Training,Coastal,4.1202934737991885,Medium,6.264781168625435,Hierarchical,Extensive,Poor,Basic,46,Frequently,4.451413109773031,72.66350555917799,Ongoing
Armored,Reconnaissance,Urban,8.578877422154747,Medium,8.428941049251309,Flat,Limited,Excellent,Basic,25,Occasionally,8.50376102630988,93.71201543905978,Ongoing
Naval,Combat,Urban,5.025802591136611,High,8.403650570747693,Decentralized,Limited,Excellent,Advanced,9,Frequently,4.880738914790862,48.899449759389526,Ongoing
Infantry,Support,Coastal,4.385420322650564,Medium,5.99459111312882,Flat,Extensive,Fair,Advanced,3,Occasionally,5.538502946539284,91.11579571482977,Ongoing
Armored,Reconnaissance,Mountainous,5.033812391180225,Medium,6.541393383612612,Decentralized,Minimal,Good,Intermediate,36,Rarely,4.379123099608412,65.00500701179023,Ongoing
Armored,Combat,Rural,5.709545737256017,High,3.149733244160122,Decentralized,Limited,Poor,Intermediate,11,Frequently,3.9748208151645015,83.83228380723502,Ongoing
Aviation,Combat,Mountainous,6.317640489378928,Low,3.6594679374134764,Hierarchical,Extensive,Excellent,Advanced,15,Frequently,5.044728496624631,30.585734296394982,Ongoing
Armored,Support,Coastal,4.542239673684116,Medium,5.971101470852031,Decentralized,Minimal,Fair,Advanced,16,Occasionally,5.116074507710487,52.507068491796694,Ongoing
Armored,Support,Mountainous,5.849839204787368,Medium,7.08751529600435,Flat,Limited,Fair,Advanced,39,Rarely,5.497256305162093,78.72629776621152,Ongoing
Naval,Combat,Urban,8.35330160552272,Low,4.458395885682261,Flat,Minimal,Fair,Advanced,30,Frequently,-0.08811645183201477,77.7635699202582,Ongoing
Infantry,Combat,Urban,7.0125015988654305,Medium,8.407662047516343,Flat,Extensive,Poor,Basic,25,Occasionally,4.412582918192526,67.35673320791577,Ongoing
Aviation,Reconnaissance,Mountainous,9.680600431713959,Low,8.702458408342546,Flat,Minimal,Good,Basic,1,Frequently,4.804689461372658,73.97173180289546,Ongoing
Naval,Combat,Rural,3.6864592832965672,High,5.3138413769407205,Flat,Minimal,Fair,Basic,28,Rarely,5.251194405491525,66.14181575240389,Ongoing
Armored,Combat,Mountainous,8.352379015004031,Low,5.225771624507955,Decentralized,Limited,Fair,Basic,29,Occasionally,6.0815707851728735,77.54400853843006,Ongoing
Armored,Reconnaissance,Coastal,3.4186527201548107,Low,7.822931816298544,Hierarchical,Limited,Good,Intermediate,47,Occasionally,1.673665696169886,91.0719262388303,Ongoing
Aviation,Training,Rural,5.707132293480926,Low,10.338189608433282,Hierarchical,Extensive,Fair,Advanced,46,Occasionally,4.638938605540055,66.80512585673863,Ongoing
Infantry,Reconnaissance,Mountainous,6.4649530584761985,High,6.164905088299454,Flat,Limited,Excellent,Basic,10,Rarely,5.4776680535578866,71.11714238865831,Ongoing
Aviation,Reconnaissance,Mountainous,3.9784456161910553,Low,8.872878445353784,Decentralized,Minimal,Poor,Basic,36,Occasionally,8.001956176107656,72.35229742212185,Ongoing
Naval,Support,Rural,5.175928554948551,Low,6.947048950524305,Hierarchical,Minimal,Good,Advanced,33,Rarely,5.28549297424946,48.96334086400388,Ongoing
Aviation,Reconnaissance,Mountainous,6.820922204903682,High,7.122306316580673,Flat,Extensive,Good,Basic,6,Frequently,6.751073830020465,63.55411546517849,Successful
Armored,Combat,Coastal,3.579458203376184,Medium,6.624334787576194,Decentralized,Limited,Poor,Basic,38,Frequently,2.8779391806833843,46.121149736528075,Ongoing
Naval,Combat,Urban,8.338766919095294,Medium,8.872705615389936,Hierarchical,Limited,Fair,Intermediate,28,Occasionally,5.153586984189277,74.06556761187753,Ongoing
Armored,Combat,Coastal,2.230806750545302,Low,10.963426359741172,Decentralized,Extensive,Poor,Basic,32,Frequently,5.75519597889587,58.241388282495365,Ongoing
Infantry,Training,Mountainous,8.879382885456769,High,8.709849834718455,Flat,Limited,Excellent,Advanced,48,Frequently,3.8571885142582207,78.14203373697698,Successful
Armored,Combat,Urban,7.002652269599184,High,4.64083643275335,Decentralized,Minimal,Good,Basic,26,Frequently,6.248407343404111,95.74168328550897,Ongoing
Armored,Training,Rural,4.820548847344443,Low,6.491554801097128,Hierarchical,Extensive,Fair,Intermediate,15,Occasionally,3.2649985473357432,86.41877356985923,Ongoing
Aviation,Combat,Coastal,4.194663577526537,Low,3.105777943817648,Hierarchical,Limited,Fair,Intermediate,16,Occasionally,2.709253252402813,71.46424552366672,Ongoing
Armored,Reconnaissance,Rural,3.9859434744179527,Medium,11.11059450718383,Decentralized,Minimal,Poor,Advanced,10,Rarely,5.749078204192735,76.60133846404725,Ongoing
Naval,Support,Urban,4.72840871948597,Medium,7.704068960372695,Hierarchical,Extensive,Good,Intermediate,13,Frequently,7.3220865002204185,33.250819241343606,Ongoing
Naval,Combat,Mountainous,4.903008276902347,Low,5.395094499358832,Decentralized,Minimal,Poor,Basic,12,Rarely,6.330859298313877,64.87614602627532,Ongoing
Infantry,Training,Urban,7.510452493269163,High,7.524751034077594,Decentralized,Minimal,Good,Advanced,34,Rarely,5.062722283969755,74.65661906337033,Successful
Naval,Training,Urban,8.937308200769168,Low,10.770770021734029,Flat,Limited,Poor,Basic,25,Frequently,4.483343138372437,61.73076911962386,Ongoing
Aviation,Support,Rural,5.398759841308015,High,5.327655394686767,Flat,Minimal,Fair,Advanced,24,Rarely,4.415177668772769,57.84438109653205,Ongoing
Infantry,Combat,Coastal,3.3087430240211915,Medium,5.859487687769071,Decentralized,Limited,Poor,Intermediate,39,Occasionally,5.412334901034839,53.60003759938549,Ongoing
Naval,Reconnaissance,Urban,3.9085479187276118,Low,4.652972475625405,Hierarchical,Minimal,Good,Intermediate,43,Frequently,2.670510623600153,65.04937085883552,Failed
Aviation,Combat,Mountainous,4.633818430777431,High,8.134307228912867,Flat,Limited,Excellent,Basic,42,Frequently,3.7683175909489766,73.15925946343185,Ongoing
Naval,Combat,Urban,2.939755789406449,Medium,6.720933383810312,Hierarchical,Limited,Poor,Intermediate,11,Frequently,6.921994240185718,73.37871654958735,Ongoing
Naval,Support,Rural,2.6421171957852425,Low,2.6835086336149008,Decentralized,Extensive,Excellent,Basic,46,Occasionally,6.014193192486916,66.20276734650517,Failed
Armored,Combat,Coastal,9.194254424746054,Low,7.674968018309727,Hierarchical,Limited,Fair,Intermediate,3,Rarely,4.995899100532663,61.18215021791839,Ongoing
Naval,Reconnaissance,Mountainous,5.605227051892508,Medium,8.899090123820162,Hierarchical,Minimal,Poor,Intermediate,41,Occasionally,5.813647459276841,75.50135846852835,Ongoing
Naval,Training,Rural,3.333733732639306,Low,5.934608642029919,Decentralized,Extensive,Excellent,Basic,47,Rarely,5.295057336350195,43.68629944720426,Ongoing
Aviation,Support,Urban,6.633207140715426,Medium,6.909182372245427,Flat,Extensive,Poor,Intermediate,40,Occasionally,7.704441455390699,59.19768946063396,Ongoing
Aviation,Reconnaissance,Urban,2.6433077503863087,High,6.596252996680237,Flat,Minimal,Poor,Advanced,48,Occasionally,3.2403444217782402,66.66163450502535,Ongoing
Armored,Training,Coastal,2.807975904257893,Low,8.374896702079308,Hierarchical,Minimal,Fair,Intermediate,26,Frequently,4.157763247238376,51.79576783289616,Ongoing
Naval,Support,Rural,3.39391519787151,Medium,3.6876298160497853,Decentralized,Extensive,Good,Advanced,44,Occasionally,5.306200518017564,74.70782467516175,Ongoing
Armored,Support,Rural,8.309026561730066,Medium,5.6864827823927016,Decentralized,Extensive,Good,Advanced,7,Occasionally,6.408199622791376,75.23908936262212,Ongoing
Naval,Training,Coastal,4.494239868443252,High,6.387783523114049,Flat,Limited,Poor,Advanced,7,Rarely,6.9246288188147345,91.36231581528688,Ongoing
Infantry,Training,Mountainous,0.11658602619502645,Low,8.54138172587021,Decentralized,Extensive,Fair,Advanced,28,Rarely,7.312616534537071,100.82529924887987,Ongoing
Infantry,Reconnaissance,Rural,7.420131866351186,Medium,7.00447861310837,Decentralized,Minimal,Poor,Advanced,2,Occasionally,3.867648570609311,70.50343176718992,Ongoing
Armored,Combat,Coastal,4.387237271675285,Medium,4.381685912989848,Hierarchical,Extensive,Fair,Intermediate,20,Frequently,3.3198353591105803,70.16379131998404,Ongoing
Armored,Combat,Rural,1.3011839882431886,Medium,5.848397515406336,Hierarchical,Minimal,Good,Intermediate,30,Frequently,4.736622535036787,62.39676223588214,Ongoing
Armored,Combat,Coastal,4.36663302407318,Low,9.519538372019536,Flat,Minimal,Fair,Basic,12,Rarely,6.783002852966167,78.57379470088506,Ongoing
Aviation,Combat,Urban,6.042007793209806,Low,4.353745332590993,Flat,Limited,Poor,Basic,30,Rarely,4.943425976131625,94.84604347172557,Ongoing
Aviation,Combat,Urban,5.808098333065939,High,9.05517243270819,Hierarchical,Limited,Excellent,Basic,16,Frequently,4.567249367468845,66.65547373781575,Ongoing
Aviation,Reconnaissance,Rural,8.59682995832964,High,8.871635270602,Decentralized,Limited,Excellent,Basic,47,Rarely,5.782957666903513,57.46134294087881,Successful
Armored,Support,Rural,3.2944642748601387,High,9.437799001131644,Decentralized,Minimal,Poor,Advanced,31,Rarely,4.422002917308445,77.00295407269404,Ongoing
Naval,Reconnaissance,Urban,5.093440240529945,Low,9.199784326518504,Hierarchical,Minimal,Excellent,Intermediate,23,Rarely,5.3217632141377145,80.34333711189056,Ongoing
Infantry,Reconnaissance,Mountainous,3.600861442843156,Medium,9.725159368236577,Hierarchical,Minimal,Poor,Advanced,1,Frequently,5.007915292953675,82.02217703385841,Ongoing
Armored,Reconnaissance,Coastal,1.9156142116255541,Low,3.4095080473559536,Hierarchical,Limited,Poor,Basic,41,Frequently,5.082002183732744,84.99821202508562,Failed
Aviation,Support,Mountainous,6.771054744611909,Low,9.617862437857303,Hierarchical,Extensive,Good,Advanced,2,Occasionally,4.262592968322811,67.2812999905559,Ongoing
Aviation,Reconnaissance,Mountainous,5.92653913829504,Low,7.990175707620292,Decentralized,Extensive,Good,Basic,25,Rarely,4.89627059456235,66.9162703141349,Ongoing
Armored,Reconnaissance,Mountainous,5.567356899397705,High,5.855898267451646,Decentralized,Limited,Good,Basic,1,Occasionally,4.785026125259654,122.47425397568225,Ongoing
Armored,Support,Urban,5.853580386517289,Medium,4.638941271378716,Flat,Limited,Poor,Basic,32,Occasionally,3.86228617840169,42.8653595694968,Ongoing
Aviation,Reconnaissance,Rural,3.6290542946231596,Low,7.060570266773468,Hierarchical,Minimal,Fair,Basic,33,Occasionally,3.5885460627082164,87.94983361852549,Ongoing
Naval,Combat,Mountainous,2.9886098253636133,High,11.76222297241688,Flat,Minimal,Poor,Intermediate,25,Rarely,2.829853474144558,65.84031817771957,Ongoing
Aviation,Training,Urban,5.075294744338721,Low,8.043093474016601,Decentralized,Minimal,Good,Basic,33,Frequently,6.2731370305064,52.49484948304779,Ongoing
Aviation,Reconnaissance,Coastal,7.322422804823228,Medium,6.028641054542094,Flat,Extensive,Good,Intermediate,37,Rarely,6.695346761359437,65.53704674821736,Ongoing
Armored,Training,Rural,8.216154270907094,High,11.737448024900603,Decentralized,Extensive,Excellent,Intermediate,13,Frequently,5.934911973170056,46.587651258737964,Successful
Naval,Reconnaissance,Coastal,6.590865413614866,Low,8.290940412706723,Decentralized,Limited,Good,Basic,30,Rarely,5.6348969837733875,67.33987345406904,Ongoing
Aviation,Reconnaissance,Mountainous,5.058348853536192,High,8.355175285885728,Flat,Limited,Fair,Intermediate,19,Frequently,9.131997139487686,68.87125186585322,Ongoing
Aviation,Combat,Rural,5.539567858799872,Medium,7.580039534655646,Flat,Minimal,Poor,Basic,9,Occasionally,4.339911140329128,69.68956149302663,Ongoing
Infantry,Support,Mountainous,5.0231877186507425,Medium,8.028881567984017,Hierarchical,Extensive,Fair,Basic,19,Rarely,4.889241849397481,72.93013757976001,Ongoing
Armored,Training,Rural,2.9481133206011436,High,2.0678236938610937,Decentralized,Extensive,Poor,Basic,32,Frequently,5.029953731962514,67.82972865980699,Ongoing
Infantry,Support,Mountainous,5.0492947564210855,Low,7.306464490201362,Hierarchical,Limited,Excellent,Basic,44,Occasionally,5.062821647738397,71.77270650220395,Ongoing
Infantry,Combat,Coastal,2.3303463648230136,Medium,8.591927602057822,Hierarchical,Extensive,Excellent,Intermediate,47,Occasionally,2.173742237982614,78.20922965360026,Ongoing
Aviation,Combat,Coastal,4.751845547793921,Medium,10.160782978031163,Decentralized,Minimal,Fair,Advanced,1,Occasionally,6.409080762465136,105.81213707557427,Ongoing
Armored,Training,Mountainous,8.272210221192639,Low,11.58875891899669,Flat,Extensive,Excellent,Advanced,45,Occasionally,4.319848877168948,90.11006129530077,Ongoing
Naval,Support,Rural,6.645718445566704,High,9.209253431872787,Hierarchical,Minimal,Poor,Basic,11,Frequently,4.208255799134854,64.07418085696817,Successful
Aviation,Combat,Coastal,3.1537616315269403,High,7.424886769520272,Hierarchical,Minimal,Excellent,Basic,15,Frequently,5.531865639772736,91.77232342948282,Ongoing
Naval,Reconnaissance,Rural,4.855141860715434,Low,7.140824720175238,Decentralized,Minimal,Poor,Basic,8,Occasionally,4.528422106588752,62.32292234633172,Ongoing
Naval,Reconnaissance,Rural,3.3312473764905244,Medium,5.603796317820547,Flat,Minimal,Poor,Advanced,10,Occasionally,4.657526308213922,56.785980321807244,Ongoing
Armored,Reconnaissance,Coastal,4.87497246364558,Medium,8.092385432847014,Flat,Extensive,Fair,Advanced,20,Occasionally,3.4997023985906917,48.31191661416177,Ongoing
Infantry,Support,Urban,7.082215633049126,Low,10.960420448086388,Hierarchical,Extensive,Poor,Basic,11,Occasionally,3.173099586082166,83.18975852716389,Ongoing
Armored,Reconnaissance,Urban,6.306015876619807,Low,6.261622676249962,Decentralized,Minimal,Excellent,Intermediate,3,Occasionally,5.982001810536366,104.09054750447854,Ongoing
Naval,Reconnaissance,Rural,9.968288161490673,High,7.371626138215098,Hierarchical,Limited,Fair,Intermediate,25,Rarely,5.504565060820038,79.47754319718283,Successful
Aviation,Combat,Coastal,7.384954805015143,High,5.583673534051208,Flat,Limited,Poor,Advanced,18,Frequently,7.509699495183602,67.73643512855071,Ongoing
Naval,Combat,Urban,5.408000762155383,Low,9.076464093016066,Hierarchical,Minimal,Poor,Intermediate,41,Frequently,2.6270876786942474,97.08109210816781,Ongoing
Aviation,Reconnaissance,Mountainous,6.354299948266586,Medium,9.496045121224721,Decentralized,Minimal,Poor,Intermediate,46,Rarely,4.834702780016326,70.4946242075816,Ongoing
Aviation,Reconnaissance,Rural,4.595113651633328,High,5.614722697867541,Hierarchical,Limited,Fair,Basic,16,Frequently,4.51290503252429,94.21110962192458,Ongoing
Armored,Combat,Urban,2.7449915058270076,Low,8.168621511944224,Flat,Extensive,Poor,Intermediate,43,Occasionally,4.326298826331768,60.995432276239015,Ongoing
Naval,Training,Coastal,7.611553156575042,Medium,1.733267538275661,Decentralized,Extensive,Fair,Basic,0,Frequently,5.812564880558212,73.45274534169825,Ongoing
Infantry,Support,Coastal,7.017982953863296,High,6.456354876055529,Decentralized,Limited,Excellent,Basic,47,Occasionally,5.009061864782378,91.43481038762465,Ongoing
Naval,Support,Rural,4.517891570812072,Low,9.569806643475442,Decentralized,Minimal,Fair,Basic,7,Frequently,6.2316013869806595,70.07009696332318,Ongoing
Naval,Combat,Coastal,5.547871473862676,Low,6.063312868187896,Decentralized,Minimal,Good,Basic,29,Rarely,3.283637882621553,62.200741763732296,Ongoing
Infantry,Support,Mountainous,7.481878374769613,Medium,4.399178559023584,Decentralized,Extensive,Good,Intermediate,40,Frequently,4.484806238800025,63.090238807591895,Ongoing
Armored,Combat,Mountainous,6.69270285241204,Medium,8.380716169777724,Hierarchical,Extensive,Poor,Advanced,23,Occasionally,3.190468925109029,71.2491761545314,Ongoing
Naval,Combat,Urban,2.0737974975006024,Low,6.780705944191334,Decentralized,Minimal,Poor,Intermediate,42,Rarely,3.667264258418287,99.25922364678682,Ongoing
Naval,Combat,Coastal,5.487240042979648,Medium,7.393187182347758,Flat,Extensive,Good,Advanced,16,Occasionally,3.073256154634431,68.05440621510961,Ongoing
Aviation,Combat,Mountainous,4.664736949023272,Low,7.676219791959298,Decentralized,Limited,Excellent,Advanced,29,Frequently,6.229900809494245,56.77728376844823,Ongoing
Naval,Training,Rural,7.226001398277361,Medium,8.819472577831021,Flat,Limited,Fair,Basic,40,Rarely,4.445252206797989,65.90747769695204,Ongoing
Infantry,Reconnaissance,Coastal,7.062085477565322,Medium,9.163668520461563,Flat,Extensive,Good,Intermediate,42,Occasionally,5.244402419011145,60.91585618474721,Ongoing
Aviation,Reconnaissance,Urban,7.63721565635609,High,7.77444200362384,Flat,Minimal,Fair,Advanced,8,Frequently,1.8366340883154129,79.17447270550353,Successful
Armored,Training,Rural,2.764211322559585,High,9.355798702580046,Flat,Limited,Excellent,Advanced,1,Rarely,5.972141945807697,59.587124738509736,Ongoing
Aviation,Support,Rural,3.4317769318875224,Medium,6.962068479732427,Flat,Extensive,Excellent,Intermediate,25,Frequently,4.915274551122156,87.21174585635501,Ongoing
Infantry,Support,Rural,7.228164872270877,Low,7.6396123741085535,Hierarchical,Extensive,Good,Advanced,31,Rarely,5.201243716107733,54.452685815528724,Ongoing
Infantry,Reconnaissance,Mountainous,3.8167083693151085,Medium,7.066288841831419,Flat,Minimal,Poor,Intermediate,26,Frequently,6.7539887188467915,102.15694521136214,Ongoing
Aviation,Support,Rural,1.957134038171385,High,4.6540965757685555,Flat,Extensive,Excellent,Basic,40,Rarely,5.419740021276743,81.47359584984373,Ongoing
Armored,Reconnaissance,Mountainous,6.065192975228131,Low,9.979054900769672,Flat,Limited,Excellent,Advanced,10,Occasionally,2.633203674186963,51.29102337093519,Ongoing
Aviation,Reconnaissance,Rural,3.9055631194680545,Medium,7.1202064681782264,Hierarchical,Extensive,Fair,Basic,0,Frequently,5.740583507371215,73.47674351367179,Ongoing
Armored,Training,Mountainous,8.5795815406168,Medium,10.198655561117507,Decentralized,Minimal,Fair,Advanced,36,Frequently,6.374621544743439,96.89147784377231,Ongoing
Aviation,Support,Coastal,5.592369107976927,Medium,7.9300555434263895,Flat,Extensive,Good,Basic,17,Frequently,2.541534296722693,69.69637266689628,Ongoing
Infantry,Training,Mountainous,5.320518573283331,Medium,7.853529568669989,Hierarchical,Limited,Good,Advanced,7,Rarely,5.08641242870231,51.230797126883694,Ongoing
Naval,Reconnaissance,Mountainous,4.261512216768486,High,8.901025844890617,Hierarchical,Limited,Fair,Intermediate,26,Rarely,2.897933414998512,78.57255062364692,Ongoing
Naval,Reconnaissance,Coastal,8.181670667853943,High,7.597157199320724,Hierarchical,Extensive,Excellent,Basic,17,Frequently,6.4221066373895725,76.65526127057126,Successful
Armored,Reconnaissance,Rural,5.717108919779642,High,5.772614017846164,Decentralized,Minimal,Poor,Intermediate,8,Rarely,5.263555978923716,59.4874930251237,Ongoing
Armored,Combat,Coastal,4.183000963687587,High,6.7322047883237115,Hierarchical,Limited,Poor,Advanced,1,Occasionally,4.800432481780274,76.34449561861233,Ongoing
Armored,Combat,Rural,3.411832586789106,Low,9.352009462816499,Flat,Minimal,Good,Basic,16,Frequently,4.484453646987728,80.97565376638866,Ongoing
Infantry,Combat,Mountainous,4.853053890871564,Low,8.446577556953061,Flat,Minimal,Fair,Basic,10,Occasionally,3.7842869651712743,52.49443156124879,Ongoing
Aviation,Training,Rural,3.044706325690389,Low,5.304931827952618,Flat,Limited,Excellent,Advanced,45,Frequently,4.166259228308106,38.78554992519975,Ongoing
Infantry,Reconnaissance,Mountainous,7.057754883357888,Medium,7.614951706995869,Decentralized,Extensive,Poor,Advanced,5,Frequently,4.28201602013295,91.1156844417379,Ongoing
Naval,Support,Rural,1.3833158919515318,Low,5.050304281092241,Hierarchical,Minimal,Poor,Advanced,4,Frequently,5.588361370830699,60.757922356065755,Ongoing
Armored,Training,Mountainous,4.720971943333859,High,7.199027568312998,Flat,Extensive,Poor,Intermediate,11,Occasionally,4.994205297735575,80.6801140736325,Ongoing
